"V1","V2","V3"
376.390014648438,19.8999996185303,158.600006103516
381.619995117188,19.7999992370605,173.800003051758
386.339996337891,19,220.399993896484
377.850006103516,18.6000003814697,173.600006103516
380.880004882812,19,185.899993896484
382.029998779297,19.2000007629395,175.199996948242
386.059997558594,19.7000007629395,189.5
382.329986572266,19.6000003814697,205.300003051758
382.859985351562,19.6000003814697,205.5
380.809997558594,19.2999992370605,158.399993896484
381.290008544922,17,173.600006103516
382.170013427734,19.8999996185303,173.199996948242
379.760009765625,20.2999992370605,161.199996948242
380.910003662109,19,175.5
376.929992675781,20.2000007629395,160.300003051758
380.480010986328,18.7999992370605,186.800003051758
378.630004882812,19,172.699996948242
378.510009765625,20.1000003814697,161.100006103516
379.269989013672,19,183.800003051758
375.899993896484,20.1000003814697,237.699996948242
388.309997558594,20.6000003814697,179.600006103516
378.899993896484,19.8999996185303,186.899993896484
378.609985351562,21.2999992370605,156.899993896484
380.570007324219,18.7999992370605,188
382.109985351562,19.8999996185303,188
385.519989013672,19.8999996185303,209
382.049987792969,18.8999996185303,186.300003051758
382.200012207031,21.5,157.800003051758
381.380004882812,23.2000007629395,158.100006103516
389.359985351562,19.6000003814697,207.199996948242
378.040008544922,17.7999992370605,216.699996948242
382.929992675781,20.7999992370605,159.199996948242
379.899993896484,17.7999992370605,215.300003051758
383.5,19.5,176.600006103516
381.5,19.7999992370605,183.699996948242
378.290008544922,21.6000003814697,158.399993896484
379.690002441406,19.2999992370605,172.800003051758
384.429992675781,20.3999996185303,224.600006103516
374.170013427734,18.1000003814697,172.399993896484
369.600006103516,18,233.100006103516
380.329986572266,18.7999992370605,184.5
385.149993896484,20.7999992370605,219
382.220001220703,19.7000007629395,186.5
377.640014648438,18.7999992370605,174.399993896484
378.820007324219,20.2999992370605,183.5
378.670013427734,19.2000007629395,215
381.190002441406,18,202.5
375.470001220703,19.6000003814697,157.5
375.709991455078,17.7999992370605,171.100006103516
379.010009765625,20.2000007629395,158.5
377.940002441406,19.1000003814697,186.5
379.220001220703,18.5,182
383.059997558594,19.2999992370605,204.199996948242
374.980010986328,19.7999992370605,156.699996948242
383.980010986328,21.3999996185303,172
381.519989013672,18.7999992370605,218.100006103516
380.519989013672,19.1000003814697,202
377.049987792969,19.8999996185303,158.300003051758
382.720001220703,21.1000003814697,203.100006103516
387,20.2000007629395,188.800003051758
381.570007324219,20.1000003814697,183.699996948242
384.339996337891,20,174.300003051758
385.130004882812,19.2999992370605,219
387.959991455078,19.3999996185303,185.699996948242
380.350006103516,19,185.699996948242
383.540008544922,20.2000007629395,218.100006103516
389.230010986328,20.8999996185303,206
386.329986572266,19.6000003814697,174.800003051758
382.130004882812,19.2999992370605,174.899993896484
380.149993896484,20.2999992370605,184.199996948242
382.079986572266,18.1000003814697,204
377.700012207031,18.8999996185303,201.600006103516
370.649993896484,17.5,172
386.010009765625,18.8999996185303,177.699996948242
383.690002441406,19.2000007629395,219.899993896484
381.440002441406,20.7999992370605,184.300003051758
384.079986572266,18.6000003814697,178.199996948242
383.880004882812,19.7999992370605,204.199996948242
379.75,18.6000003814697,202.199996948242
379.410003662109,20,185
376.829986572266,21.1000003814697,157.5
380.040008544922,18.2999992370605,173.899993896484
380.179992675781,19.7000007629395,184
381.399993896484,18.7000007629395,175.100006103516
379.519989013672,20.6000003814697,157.899993896484
383.679992675781,19.1000003814697,174.600006103516
379.220001220703,19.1000003814697,171.899993896484
389.450012207031,20,204.699996948242
380.739990234375,18.7000007629395,175.600006103516
385.899993896484,20.3999996185303,202.399993896484
378.980010986328,18.7999992370605,201.899993896484
380.25,19.6000003814697,175.199996948242
380.369995117188,19.8999996185303,171.699996948242
378.299987792969,18.6000003814697,200.699996948242
384.760009765625,19.2000007629395,202.100006103516
382.049987792969,20,183.600006103516
384.75,19.7000007629395,176.399993896484
383.779998779297,19,174.699996948242
382.149993896484,20.1000003814697,174
383.75,19.3999996185303,203.800003051758
375.390014648438,21,154.300003051758
384.910003662109,19.1000003814697,175.699996948242
382.899993896484,18.7999992370605,175.699996948242
385.040008544922,20.1000003814697,175
382.160003662109,20,186.300003051758
376.089996337891,17.5,215.300003051758
388.989990234375,20.2000007629395,178.600006103516
382.399993896484,18.6000003814697,184.100006103516
380.640014648438,19.2999992370605,204.199996948242
382.660003662109,20.8999996185303,172.699996948242
378.75,19.7999992370605,172.600006103516
382.630004882812,22.2000007629395,157.699996948242
389.119995117188,20.2999992370605,176.300003051758
386.320007324219,19.2000007629395,218.800003051758
381.959991455078,19.3999996185303,185.399993896484
379.25,19.2000007629395,184.199996948242
376.589996337891,18.8999996185303,182
380.609985351562,19.2999992370605,216.199996948242
378.390014648438,19.2000007629395,202.699996948242
374.540008544922,17.2000007629395,215.100006103516
380.760009765625,21.7000007629395,157.899993896484
378.980010986328,19.5,204.699996948242
378.109985351562,19,184.600006103516
378.730010986328,19.7999992370605,160.899993896484
379.869995117188,19.2000007629395,214.899993896484
376.269989013672,21,161.199996948242
383.369995117188,20.2999992370605,176.600006103516
380.25,20.1000003814697,175.199996948242
380.809997558594,20.1000003814697,174.699996948242
383.119995117188,21.7999992370605,160.100006103516
382.579986572266,19.7999992370605,220.600006103516
375.779998779297,21,158
381.390014648438,17.7000007629395,204.899993896484
384.119995117188,19.7000007629395,176.399993896484
386.440002441406,21.2000007629395,187.300003051758
379.440002441406,19.1000003814697,185.800003051758
377.959991455078,17.7000007629395,172.5
379.320007324219,19.3999996185303,188.600006103516
383.790008544922,20.7999992370605,204.800003051758
380.890014648438,17.7999992370605,176.199996948242
385.559997558594,20,177.199996948242
386.480010986328,19.3999996185303,221.600006103516
377.739990234375,21.2000007629395,158.899993896484
371.920013427734,18.1000003814697,214.699996948242
386.429992675781,20.6000003814697,188.399993896484
380.359985351562,19.8999996185303,176.600006103516
375.779998779297,20,215.199996948242
379.890014648438,18.8999996185303,204.100006103516
372.910003662109,18.3999996185303,171.899993896484
377.739990234375,19.3999996185303,200.5
388.010009765625,19.8999996185303,205.899993896484
380.959991455078,20.5,175.199996948242
387.049987792969,22.6000003814697,160
384.279998779297,20.2000007629395,178.100006103516
379.299987792969,18.7999992370605,176.699996948242
383.519989013672,22.6000003814697,162
379.660003662109,19.7000007629395,184.399993896484
382.859985351562,19.2000007629395,207.199996948242
384.410003662109,19.8999996185303,208.899993896484
385.970001220703,20,177.399993896484
387.559997558594,19.8999996185303,173.600006103516
377.429992675781,17.7000007629395,186.300003051758
382.5,20.7999992370605,185.699996948242
387.739990234375,21.7000007629395,186.800003051758
377,20.7999992370605,157.600006103516
382.660003662109,20.1000003814697,178.300003051758
376.029998779297,19.2000007629395,171.800003051758
376.510009765625,21.3999996185303,156.699996948242
375.459991455078,19.1000003814697,173.600006103516
379.049987792969,21.1000003814697,158
379.040008544922,20.3999996185303,171.699996948242
379.769989013672,19.8999996185303,176.300003051758
381.720001220703,18.7999992370605,182.800003051758
379.040008544922,20,159.399993896484
376.779998779297,19.1000003814697,181.899993896484
377.290008544922,18.2000007629395,173.199996948242
384.5,21.1000003814697,170.600006103516
380.399993896484,19.1000003814697,184.5
381.140014648438,19.6000003814697,187
384.529998779297,18.8999996185303,175.399993896484
379.970001220703,21.1000003814697,185.300003051758
379.25,18.5,216.399993896484
385.399993896484,20.7000007629395,204.100006103516
384.269989013672,20.5,173.100006103516
381.429992675781,20,186.800003051758
380.570007324219,20.2000007629395,216.899993896484
380.75,20,158.199996948242
380.119995117188,20.2999992370605,170.199996948242
382.880004882812,19.8999996185303,185.5
378.269989013672,20.7999992370605,156.899993896484
386.510009765625,20.2000007629395,204.5
378.339996337891,19.2000007629395,214
381.869995117188,19.6000003814697,174.699996948242
380.769989013672,20.7999992370605,190.399993896484
382.630004882812,19.7000007629395,187
382.070007324219,20.1000003814697,184.800003051758
381.010009765625,20.2000007629395,216
379.529998779297,19.6000003814697,171.300003051758
381.109985351562,22.2000007629395,157.5
377.450012207031,19.3999996185303,183.699996948242
383.299987792969,18.7999992370605,185
384.269989013672,17.2999992370605,174.600006103516
378.470001220703,21.2000007629395,157.300003051758
382.899993896484,19.6000003814697,177
368.980010986328,18.2999992370605,156.300003051758
383.109985351562,20.5,176.600006103516
386.359985351562,20.7000007629395,187.600006103516
383.359985351562,21.6000003814697,162.5
377.309997558594,19,185.399993896484
382.720001220703,21.1000003814697,201.600006103516
384.5,19,209.699996948242
384.790008544922,20,191.600006103516
379.279998779297,19.8999996185303,219.600006103516
381.75,23.2999992370605,159.600006103516
383.019989013672,18.7999992370605,208
383.559997558594,20,176.300003051758
384.160003662109,19.7999992370605,160.100006103516
383.459991455078,18.8999996185303,175.5
382.420013427734,20,176.699996948242
377.760009765625,20.5,156.399993896484
385.140014648438,20.8999996185303,203.600006103516
384.260009765625,20.2000007629395,186.699996948242
373.600006103516,20,157.5
377.859985351562,20.3999996185303,158.399993896484
378.429992675781,21.5,158.300003051758
386.410003662109,20.7999992370605,185.699996948242
376.510009765625,20,156.800003051758
381.179992675781,19.5,183.800003051758
383.450012207031,18.6000003814697,176.600006103516
368.450012207031,18,231.600006103516
378.670013427734,18,184
383.75,19.5,203.100006103516
376.880004882812,21.5,155.899993896484
376.420013427734,18.2000007629395,156.199996948242
368.410003662109,20.2999992370605,183.399993896484
374.880004882812,19.2000007629395,171.199996948242
386.679992675781,20,174.899993896484
377.299987792969,18.3999996185303,181.300003051758
380.260009765625,19.6000003814697,173.199996948242
377.489990234375,18.1000003814697,183.699996948242
385.579986572266,19.2000007629395,176.199996948242
385.769989013672,19.2999992370605,203.600006103516
384.440002441406,20.1000003814697,175.100006103516
380.619995117188,19.5,183
388.529998779297,21.1000003814697,204.899993896484
377.779998779297,20.8999996185303,170.699996948242
378.850006103516,21.2999992370605,156.300003051758
379.640014648438,19.6000003814697,171.800003051758
380.279998779297,19.5,183.699996948242
381.739990234375,20.1000003814697,158.199996948242
379.059997558594,17.6000003814697,215.699996948242
374.75,18.6000003814697,180.399993896484
386.299987792969,21.7000007629395,160.800003051758
379.410003662109,17.8999996185303,204.699996948242
385.480010986328,21.8999996185303,191.899993896484
379.75,18.6000003814697,188.600006103516
374.5,20.1000003814697,194.199996948242
371.519989013672,18.6000003814697,193.899993896484
377.779998779297,18.8999996185303,196.800003051758
368.450012207031,17.6000003814697,194.100006103516
375.549987792969,17.8999996185303,195.800003051758
375.010009765625,17.5,194.800003051758
371.709991455078,18.2999992370605,195.5
375.570007324219,18.6000003814697,200.399993896484
373.760009765625,17.7999992370605,194.699996948242
376.130004882812,21.1000003814697,193.800003051758
369.230010986328,18.2999992370605,192.699996948242
373.200012207031,18.3999996185303,193
371.75,20.1000003814697,195
372.820007324219,19,192.199996948242
374.399993896484,18.6000003814697,196.100006103516
370.529998779297,18.2999992370605,190.399993896484
373.970001220703,18.2999992370605,195.600006103516
378.829986572266,18.3999996185303,195.600006103516
380.019989013672,20.7000007629395,195.600006103516
378.660003662109,17.8999996185303,195.899993896484
377.279998779297,18.7000007629395,193.199996948242
378.589996337891,19.7999992370605,193.800003051758
376.269989013672,19.3999996185303,193.899993896484
375.720001220703,19.3999996185303,195
377.350006103516,18.7999992370605,193.699996948242
374.380004882812,18.6000003814697,194.600006103516
378.489990234375,19.1000003814697,195.100006103516
380.279998779297,20.2999992370605,196.399993896484
381.200012207031,19.2999992370605,194.300003051758
372.079986572266,18.2999992370605,194.800003051758
378.630004882812,18.2999992370605,196.199996948242
374.760009765625,18.3999996185303,193.600006103516
384.309997558594,18.8999996185303,197.399993896484
374.579986572266,18.1000003814697,192.600006103516
373.640014648438,18.7000007629395,194.399993896484
372.910003662109,18.5,192.699996948242
376.450012207031,19.7000007629395,194
372.942993164062,19.2000007629395,194.100006103516
373.890014648438,18.2000007629395,194.899993896484
380.720001220703,19.2000007629395,196.300003051758
376.739990234375,19.3999996185303,196
376.679992675781,20.3999996185303,195.399993896484
377.309997558594,20.2000007629395,195.699996948242
374.350006103516,19.2000007629395,194.699996948242
378.269989013672,20,193.899993896484
375.480010986328,19.2000007629395,194.600006103516
377.119995117188,19.7999992370605,196
377.369995117188,19.1000003814697,197.699996948242
372.109985351562,19.8999996185303,193.100006103516
372.369995117188,19.2999992370605,195.800003051758
373.429992675781,19.2999992370605,195.800003051758
379.489990234375,19.7000007629395,193.800003051758
377.279998779297,18.7000007629395,195.800003051758
374.839996337891,18.7000007629395,195.300003051758
374.809997558594,17.2000007629395,194.300003051758
371.660003662109,17.2999992370605,194.800003051758
373.140014648438,18.7999992370605,193.699996948242
378.880004882812,19.3999996185303,196.800003051758
373.929992675781,17,195.399993896484
372.799987792969,18,195.600006103516
372.519989013672,17.7999992370605,194.5
376.980010986328,19.2000007629395,198
375.649993896484,18.8999996185303,194.899993896484
372.170013427734,17.5,194.600006103516
375.149993896484,17.5,194.199996948242
374.809997558594,16.6000003814697,197.5
374.25,18.2000007629395,194.699996948242
377.320007324219,16.6000003814697,197
368.200012207031,15.3999996185303,192.699996948242
377.260009765625,17.7000007629395,197.399993896484
378.029998779297,16.7999992370605,196.300003051758
370.890014648438,16.6000003814697,194.5
378.320007324219,18.2000007629395,196.800003051758
367.600006103516,16.1000003814697,193.399993896484
373.279998779297,18.2999992370605,195.399993896484
371.149993896484,17.7999992370605,193.899993896484
372.609985351562,18.7999992370605,193.399993896484
373.720001220703,17.2000007629395,196
378.049987792969,18.2000007629395,195.300003051758
374.950012207031,16.6000003814697,195.5
377.369995117188,17,194.300003051758
382.290008544922,18.7000007629395,198.899993896484
372.390014648438,18.6000003814697,196.100006103516
379.179992675781,18.7999992370605,199.399993896484
380.25,18.8999996185303,198.699996948242
376.450012207031,17.8999996185303,196.399993896484
380.130004882812,19.1000003814697,198.199996948242
381.010009765625,19.3999996185303,199.100006103516
374,19.7000007629395,190.199996948242
375.339996337891,18.7000007629395,197.5
374.160003662109,18.6000003814697,195.199996948242
374.420013427734,18.7000007629395,197.600006103516
380.070007324219,18.2999992370605,194.300003051758
371.989990234375,17.8999996185303,196.300003051758
373.670013427734,20,197.800003051758
377.940002441406,18.5,198.100006103516
380.410003662109,16.7999992370605,196.5
